,Blue_champ_1,Blue_champ_2,Blue_champ_3,Blue_champ_4,Blue_champ_5,Red_champ_1,Red_champ_2,Red_champ_3,Red_champ_4,Red_champ_5,blueAssists,blueAvgLevel,blueCSPerMin,blueDeaths,blueDragons,blueEliteMonsters,blueExperienceDiff,blueFirstBlood,blueGoldDiff,blueGoldPerMin,blueHeralds,blueKills,blueTotalExperience,blueTotalGold,blueTotalJungleMinionsKilled,blueTotalMinionsKilled,blueTowersDestroyed,blueWardsDestroyed,blueWardsPlaced,blueWins,gameId,lowest_lvl_blue,lowest_lvl_red,redAssists,redAvgLevel,redCSPerMin,redDeaths,redDragons,redEliteMonsters,redExperienceDiff,redFirstBlood,redGoldDiff,redGoldPerMin,redHeralds,redKills,redTotalExperience,redTotalGold,redTotalJungleMinionsKilled,redTotalMinionsKilled,redTowersDestroyed,redWardsDestroyed,redWardsPlaced
112,Ekko,Tryndamere,Neeko,Kalista,Thresh,Pantheon,Taliyah,Urgot,Nautilus,Syndra,11.0,6.4,18.9,15.0,0.0,0.0,-4208.0,0.0,-4552.0,1637.8,0.0,7.0,16097.0,16378.0,48.0,189.0,0.0,3.0,17.0,1.0,4518384119.0,173.0,68.0,20.0,7.4,23.4,7.0,1.0,1.0,4208.0,1.0,4552.0,2093.0,0.0,15.0,20305.0,20930.0,56.0,234.0,0.0,5.0,16.0
113,Udyr,Azir,Ezreal,Aatrox,Sona,Olaf,Karma,Nocturne,Volibear,Vayne,7.0,7.2,20.7,8.0,1.0,1.0,1289.0,1.0,738.0,1804.4,0.0,9.0,18900.0,18044.0,69.0,207.0,0.0,1.0,14.0,1.0,4522089265.0,102.0,70.0,11.0,6.8,18.8,9.0,0.0,0.0,-1289.0,0.0,-738.0,1730.6,0.0,8.0,17611.0,17306.0,41.0,188.0,0.0,1.0,11.0
114,Sett,Lee Sin,Nami,Ezreal,Diana,Shaco,Miss Fortune,Katarina,Ekko,Maokai,3.0,7.0,23.4,2.0,0.0,1.0,-208.0,1.0,705.0,1573.6,1.0,2.0,18218.0,15736.0,60.0,234.0,0.0,1.0,18.0,0.0,4511816090.0,198.0,92.0,2.0,7.0,25.0,2.0,1.0,1.0,208.0,0.0,-705.0,1503.1,0.0,2.0,18426.0,15031.0,59.0,250.0,0.0,1.0,16.0
115,Nidalee,Jayce,Sona,Shen,Varus,Twisted Fate,Elise,Kled,Miss Fortune,Alistar,6.0,7.0,17.2,4.0,1.0,1.0,713.0,1.0,143.0,1637.5,0.0,7.0,18026.0,16375.0,62.0,172.0,0.0,1.0,44.0,0.0,4479907998.0,47.0,59.0,3.0,6.6,21.7,7.0,0.0,1.0,-713.0,0.0,-143.0,1623.2,1.0,4.0,17313.0,16232.0,54.0,217.0,0.0,2.0,16.0
116,Ezreal,LeBlanc,Elise,Sett,Lux,Miss Fortune,Olaf,Vladimir,Yuumi,Fizz,6.0,7.0,23.3,5.0,0.0,0.0,275.0,1.0,463.0,1679.3,0.0,6.0,19426.0,16793.0,62.0,233.0,0.0,3.0,17.0,1.0,4507906243.0,94.0,160.0,7.0,7.4,22.4,6.0,1.0,1.0,-275.0,0.0,-463.0,1633.0,0.0,5.0,19151.0,16330.0,62.0,224.0,0.0,4.0,16.0
117,Gangplank,Taliyah,Varus,Renekton,Thresh,Aphelios,Vladimir,Wukong,Kassadin,Sett,12.0,7.0,21.8,4.0,0.0,0.0,1949.0,0.0,3036.0,1817.3,0.0,11.0,18943.0,18173.0,39.0,218.0,0.0,2.0,17.0,1.0,4513836142.0,98.0,82.0,4.0,6.8,20.3,11.0,0.0,0.0,-1949.0,1.0,-3036.0,1513.7,0.0,4.0,16994.0,15137.0,40.0,203.0,0.0,1.0,10.0
118,Brand,Miss Fortune,Gragas,Twisted Fate,Quinn,Syndra,Renekton,Jarvan IV,Malzahar,Sett,11.0,7.2,22.9,8.0,1.0,1.0,34.0,1.0,914.0,1862.3,0.0,8.0,17867.0,18623.0,60.0,229.0,0.0,3.0,18.0,1.0,4521295161.0,48.0,161.0,9.0,7.0,23.7,8.0,0.0,0.0,-34.0,0.0,-914.0,1770.9,0.0,8.0,17833.0,17709.0,42.0,237.0,0.0,2.0,13.0
119,Lee Sin,Ekko,Miss Fortune,Sett,Rumble,Vel'Koz,Kalista,Teemo,Elise,Janna,15.0,7.4,26.0,1.0,1.0,1.0,3370.0,1.0,4498.0,1879.5,0.0,10.0,20241.0,18795.0,43.0,260.0,0.0,5.0,20.0,1.0,4491456543.0,263.0,130.0,2.0,6.4,22.6,10.0,0.0,0.0,-3370.0,0.0,-4498.0,1429.7,0.0,1.0,16871.0,14297.0,48.0,226.0,0.0,3.0,22.0
120,Corki,Ivern,Vayne,Lulu,Olaf,Thresh,Ezreal,Darius,Jarvan IV,Vladimir,5.0,7.0,23.1,3.0,0.0,0.0,2806.0,1.0,3138.0,1681.8,0.0,8.0,18454.0,16818.0,45.0,231.0,0.0,5.0,18.0,1.0,4522592356.0,146.0,176.0,0.0,6.4,19.6,8.0,1.0,2.0,-2806.0,0.0,-3138.0,1368.0,1.0,3.0,15648.0,13680.0,51.0,196.0,0.0,1.0,16.0
121,Nunu & Willump,Kassadin,Alistar,Kai'Sa,Vayne,Graves,Varus,Garen,Fizz,Morgana,14.0,6.6,21.1,7.0,0.0,1.0,276.0,1.0,875.0,1746.5,1.0,9.0,17463.0,17465.0,40.0,211.0,0.0,1.0,16.0,1.0,4524580424.0,124.0,86.0,7.0,6.6,18.3,9.0,0.0,0.0,-276.0,0.0,-875.0,1659.0,0.0,7.0,17187.0,16590.0,44.0,183.0,0.0,2.0,13.0
122,Sett,Ornn,Syndra,Kha'Zix,Miss Fortune,Kalista,Ashe,Xerath,Pantheon,Nidalee,10.0,7.0,23.4,5.0,1.0,1.0,861.0,0.0,834.0,1751.3,0.0,8.0,18498.0,17513.0,44.0,234.0,0.0,5.0,16.0,0.0,4518072555.0,114.0,71.0,7.0,6.8,21.5,8.0,0.0,0.0,-861.0,1.0,-834.0,1667.9,0.0,5.0,17637.0,16679.0,60.0,215.0,0.0,1.0,26.0
123,Sett,Katarina,Lux,Wukong,Ezreal,Yasuo,Gangplank,Ekko,Lucian,Leona,8.0,6.4,21.5,7.0,1.0,1.0,-760.0,0.0,-1031.0,1611.2,0.0,5.0,16747.0,16112.0,52.0,215.0,0.0,1.0,15.0,0.0,4523758251.0,270.0,124.0,10.0,6.8,21.1,5.0,0.0,0.0,760.0,1.0,1031.0,1714.3,0.0,7.0,17507.0,17143.0,56.0,211.0,0.0,1.0,17.0
124,Singed,Swain,Taliyah,Pantheon,Zed,Caitlyn,Ryze,Sona,Rek'Sai,Lissandra,8.0,7.2,21.6,5.0,1.0,1.0,3321.0,0.0,2599.0,1749.1,0.0,9.0,19706.0,17491.0,53.0,216.0,0.0,2.0,11.0,1.0,4520750319.0,76.0,67.0,3.0,6.4,18.9,9.0,0.0,0.0,-3321.0,1.0,-2599.0,1489.2,0.0,5.0,16385.0,14892.0,47.0,189.0,0.0,1.0,15.0
125,Nautilus,Kled,Malzahar,Lee Sin,Kai'Sa,Aatrox,Kalista,Elise,LeBlanc,Sett,9.0,6.8,21.3,9.0,0.0,0.0,-192.0,0.0,-729.0,1733.4,0.0,8.0,16960.0,17334.0,45.0,213.0,0.0,2.0,21.0,1.0,4517709660.0,140.0,92.0,12.0,6.8,21.9,8.0,1.0,1.0,192.0,1.0,729.0,1806.3,0.0,9.0,17152.0,18063.0,43.0,219.0,0.0,6.0,16.0
126,Kai'Sa,Renekton,Ekko,Karma,Vladimir,Volibear,Karthus,Singed,Elise,Kalista,1.0,6.8,24.4,6.0,0.0,0.0,-280.0,0.0,-1585.0,1553.3,0.0,3.0,18287.0,15533.0,66.0,244.0,0.0,3.0,16.0,0.0,4500809848.0,63.0,84.0,10.0,7.0,25.6,3.0,1.0,1.0,280.0,1.0,1585.0,1711.8,0.0,6.0,18567.0,17118.0,60.0,256.0,0.0,2.0,19.0
127,Aphelios,Morgana,Neeko,Skarner,Nasus,Sett,Sylas,Nunu & Willump,Xerath,Syndra,6.0,7.4,19.6,9.0,0.0,0.0,1023.0,0.0,-1270.0,1678.4,0.0,7.0,19211.0,16784.0,64.0,196.0,0.0,2.0,15.0,0.0,4514563057.0,95.0,59.0,10.0,7.2,21.0,7.0,0.0,0.0,-1023.0,1.0,1270.0,1805.4,0.0,9.0,18188.0,18054.0,47.0,210.0,0.0,3.0,15.0
128,Rakan,Yasuo,Skarner,Zilean,Diana,Sett,Bard,Xerath,Katarina,Twitch,7.0,7.2,22.3,5.0,1.0,1.0,995.0,1.0,760.0,1707.0,0.0,6.0,18971.0,17070.0,73.0,223.0,0.0,2.0,20.0,0.0,4505508838.0,104.0,1.0,6.0,6.8,23.0,6.0,0.0,0.0,-995.0,0.0,-760.0,1631.0,0.0,5.0,17976.0,16310.0,39.0,230.0,0.0,2.0,39.0
129,Yasuo,Kalista,Shyvana,Wukong,Morgana,Fiddlesticks,Renekton,Rumble,Miss Fortune,Thresh,9.0,7.4,21.8,7.0,0.0,0.0,2852.0,0.0,3143.0,1942.5,0.0,11.0,20998.0,19425.0,67.0,218.0,0.0,2.0,15.0,1.0,4526227837.0,139.0,59.0,5.0,7.0,21.6,11.0,1.0,1.0,-2852.0,1.0,-3143.0,1628.2,0.0,7.0,18146.0,16282.0,56.0,216.0,0.0,2.0,16.0
130,Gangplank,Zac,Zyra,Ryze,Vayne,Tahm Kench,Senna,Elise,Neeko,Gnar,9.0,7.0,21.4,7.0,1.0,1.0,-566.0,0.0,375.0,1693.7,0.0,7.0,18017.0,16937.0,49.0,214.0,0.0,4.0,77.0,1.0,4493965558.0,126.0,139.0,7.0,7.0,19.4,7.0,0.0,0.0,566.0,1.0,-375.0,1656.2,0.0,7.0,18583.0,16562.0,49.0,194.0,0.0,2.0,17.0
131,Karma,Syndra,Jarvan IV,Miss Fortune,Rakan,Braum,Lucian,Jax,Lee Sin,Fizz,2.0,7.0,22.9,3.0,1.0,2.0,726.0,0.0,198.0,1500.0,1.0,3.0,17972.0,15000.0,52.0,229.0,0.0,2.0,19.0,1.0,4520335099.0,172.0,168.0,3.0,6.8,22.0,3.0,0.0,0.0,-726.0,1.0,-198.0,1480.2,0.0,3.0,17246.0,14802.0,40.0,220.0,0.0,4.0,17.0
132,Yasuo,Shen,Brand,Rammus,Ezreal,Kalista,Lee Sin,Thresh,Pantheon,Ryze,3.0,6.2,15.4,16.0,0.0,0.0,-3112.0,0.0,-6086.0,1473.1,0.0,6.0,15155.0,14731.0,44.0,154.0,0.0,4.0,54.0,0.0,4526397117.0,161.0,102.0,20.0,7.0,23.7,6.0,0.0,0.0,3112.0,1.0,6086.0,2081.7,0.0,16.0,18267.0,20817.0,32.0,237.0,0.0,5.0,21.0
133,Ekko,Morgana,Neeko,Varus,Darius,Kassadin,Ivern,Ornn,Ziggs,Bard,3.0,7.2,24.2,5.0,1.0,1.0,-932.0,0.0,-88.0,1585.9,0.0,4.0,18390.0,15859.0,59.0,242.0,0.0,2.0,15.0,1.0,4511728953.0,176.0,143.0,10.0,7.2,22.2,4.0,0.0,0.0,932.0,1.0,88.0,1594.7,0.0,5.0,19322.0,15947.0,61.0,222.0,0.0,2.0,41.0
134,Malzahar,Lee Sin,Ziggs,Janna,Poppy,Qiyana,Thresh,LeBlanc,Olaf,Kalista,7.0,6.6,17.4,11.0,1.0,1.0,-2746.0,0.0,-2974.0,1524.6,0.0,6.0,16135.0,15246.0,43.0,174.0,0.0,8.0,16.0,1.0,4521916214.0,89.0,65.0,9.0,7.2,19.8,6.0,0.0,1.0,2746.0,1.0,2974.0,1822.0,1.0,11.0,18881.0,18220.0,59.0,198.0,0.0,3.0,26.0
135,Olaf,Fiora,Alistar,Kalista,Diana,Jarvan IV,Irelia,Camille,Syndra,Lux,5.0,6.8,22.5,6.0,1.0,1.0,-1299.0,0.0,46.0,1651.2,0.0,6.0,17751.0,16512.0,56.0,225.0,0.0,4.0,13.0,0.0,4502439636.0,103.0,191.0,8.0,7.2,23.2,6.0,0.0,0.0,1299.0,1.0,-46.0,1646.6,0.0,6.0,19050.0,16466.0,44.0,232.0,0.0,3.0,17.0
136,Twisted Fate,Taric,Kalista,Irelia,Rengar,Sett,Jax,Rek'Sai,LeBlanc,Miss Fortune,8.0,6.6,21.5,11.0,0.0,0.0,-597.0,1.0,377.0,1773.9,0.0,8.0,16482.0,17739.0,55.0,215.0,0.0,3.0,16.0,0.0,4522051549.0,58.0,86.0,12.0,6.8,19.7,8.0,1.0,2.0,597.0,0.0,-377.0,1736.2,1.0,11.0,17079.0,17362.0,44.0,197.0,0.0,4.0,22.0
137,Karthus,Darius,Ezreal,Katarina,Thresh,Ryze,Rek'Sai,Syndra,Janna,Jinx,13.0,7.4,22.8,5.0,1.0,1.0,4087.0,1.0,4498.0,1974.0,0.0,12.0,19505.0,19740.0,68.0,228.0,0.0,5.0,12.0,1.0,4477376343.0,226.0,136.0,6.0,6.2,18.3,12.0,0.0,0.0,-4087.0,0.0,-4498.0,1524.2,0.0,5.0,15418.0,15242.0,40.0,183.0,0.0,1.0,21.0
138,Ezreal,Nami,Kennen,Sejuani,Ryze,Ziggs,Yasuo,Wukong,Galio,Jayce,1.0,7.0,24.1,4.0,0.0,0.0,-2417.0,1.0,-2088.0,1494.7,0.0,2.0,17628.0,14947.0,52.0,241.0,0.0,1.0,17.0,0.0,4522806389.0,99.0,110.0,4.0,7.2,28.0,2.0,1.0,1.0,2417.0,0.0,2088.0,1703.5,0.0,4.0,20045.0,17035.0,68.0,280.0,0.0,4.0,16.0
139,Jax,Karthus,Draven,Irelia,Janna,Sona,Kha'Zix,Riven,Kassadin,Miss Fortune,2.0,7.0,23.8,6.0,0.0,0.0,406.0,0.0,-1045.0,1539.2,0.0,2.0,18126.0,15392.0,60.0,238.0,0.0,1.0,13.0,0.0,4495369305.0,75.0,46.0,7.0,6.8,20.5,2.0,1.0,2.0,-406.0,1.0,1045.0,1643.7,1.0,6.0,17720.0,16437.0,64.0,205.0,0.0,2.0,14.0
140,Elise,Miss Fortune,Pantheon,Pyke,Maokai,Kalista,Graves,Sett,Blitzcrank,Fizz,3.0,6.2,18.3,15.0,0.0,0.0,-5484.0,0.0,-7666.0,1428.1,0.0,3.0,13851.0,14281.0,28.0,183.0,0.0,3.0,16.0,0.0,4496865743.0,65.0,45.0,15.0,7.2,23.1,3.0,0.0,1.0,5484.0,1.0,7666.0,2194.7,1.0,15.0,19335.0,21947.0,80.0,231.0,1.0,0.0,19.0
141,Ekko,Orianna,Jarvan IV,Kai'Sa,Pyke,Cassiopeia,Nami,Yasuo,Hecarim,Sett,14.0,6.8,21.1,5.0,0.0,1.0,-344.0,1.0,1879.0,1785.7,1.0,10.0,17155.0,17857.0,38.0,211.0,0.0,6.0,15.0,1.0,4489690611.0,36.0,66.0,5.0,6.8,22.7,10.0,0.0,0.0,344.0,0.0,-1879.0,1597.8,0.0,5.0,17499.0,15978.0,34.0,227.0,0.0,4.0,16.0
142,Draven,Senna,Sett,Pantheon,Elise,Ezreal,Sylas,Orianna,Darius,Karma,10.0,7.4,21.6,4.0,1.0,1.0,432.0,0.0,2604.0,1797.8,0.0,7.0,18771.0,17978.0,66.0,216.0,0.0,3.0,14.0,1.0,4470191400.0,49.0,56.0,0.0,7.0,22.0,7.0,0.0,0.0,-432.0,1.0,-2604.0,1537.4,0.0,4.0,18339.0,15374.0,51.0,220.0,0.0,5.0,14.0
143,Kai'Sa,Sett,Karthus,Pyke,Poppy,Aatrox,Shyvana,Sona,Anivia,Ezreal,16.0,7.2,20.7,8.0,0.0,1.0,3197.0,1.0,4639.0,2063.9,1.0,11.0,18457.0,20639.0,61.0,207.0,1.0,4.0,18.0,1.0,4502334465.0,81.0,180.0,10.0,6.2,15.9,11.0,1.0,1.0,-3197.0,0.0,-4639.0,1600.0,0.0,8.0,15260.0,16000.0,55.0,159.0,0.0,3.0,15.0
144,Thresh,Tristana,Jax,Ekko,Lissandra,Kha'Zix,Ezreal,Karma,Sylas,Fizz,8.0,6.8,21.2,6.0,1.0,1.0,-497.0,0.0,166.0,1662.7,0.0,8.0,17397.0,16627.0,50.0,212.0,0.0,2.0,15.0,0.0,4511770317.0,149.0,89.0,6.0,7.0,20.9,8.0,0.0,1.0,497.0,1.0,-166.0,1646.1,1.0,6.0,17894.0,16461.0,53.0,209.0,0.0,0.0,14.0
145,LeBlanc,Nami,Jinx,Sylas,Akali,Senna,Talon,Syndra,Sejuani,Thresh,7.0,7.0,21.1,4.0,0.0,0.0,3584.0,0.0,1843.0,1684.7,0.0,9.0,19212.0,16847.0,45.0,211.0,0.0,5.0,15.0,0.0,4526752854.0,134.0,117.0,4.0,6.2,19.4,9.0,0.0,0.0,-3584.0,1.0,-1843.0,1500.4,0.0,4.0,15628.0,15004.0,50.0,194.0,0.0,2.0,17.0
146,Veigar,Jax,Karma,Ezreal,Ekko,Ivern,Rengar,Thresh,Kai'Sa,Kha'Zix,15.0,6.8,21.6,7.0,0.0,0.0,1096.0,1.0,2071.0,1788.5,0.0,8.0,17553.0,17885.0,47.0,216.0,0.0,3.0,17.0,1.0,4507384593.0,159.0,76.0,10.0,6.6,18.8,8.0,1.0,1.0,-1096.0,0.0,-2071.0,1581.4,0.0,7.0,16457.0,15814.0,36.0,188.0,0.0,3.0,28.0
147,Lulu,Vayne,Syndra,Renekton,Rek'Sai,Senna,Shen,Diana,Sett,Kayn,3.0,6.6,23.4,6.0,1.0,1.0,-1630.0,0.0,-2963.0,1502.5,0.0,3.0,17533.0,15025.0,44.0,234.0,0.0,6.0,19.0,0.0,4499266500.0,99.0,205.0,6.0,7.2,25.2,3.0,0.0,1.0,1630.0,1.0,2963.0,1798.8,1.0,6.0,19163.0,17988.0,56.0,252.0,0.0,3.0,59.0
148,Shen,Nautilus,Jarvan IV,Aphelios,Ziggs,Darius,Lucian,Elise,Vayne,Lulu,7.0,6.6,21.4,7.0,0.0,0.0,-2004.0,1.0,-1725.0,1488.7,0.0,3.0,16190.0,14887.0,48.0,214.0,0.0,0.0,48.0,1.0,4495664229.0,45.0,95.0,6.0,6.8,24.2,3.0,1.0,1.0,2004.0,0.0,1725.0,1661.2,0.0,7.0,18194.0,16612.0,48.0,242.0,0.0,5.0,17.0
149,Janna,Nidalee,Ryze,Pyke,Miss Fortune,Thresh,Kai'Sa,Camille,Jarvan IV,Lissandra,8.0,7.0,22.1,6.0,1.0,1.0,733.0,1.0,1807.0,1697.2,0.0,7.0,18412.0,16972.0,51.0,221.0,0.0,3.0,31.0,0.0,4454963096.0,50.0,113.0,3.0,7.0,21.1,7.0,0.0,1.0,-733.0,0.0,-1807.0,1516.5,1.0,6.0,17679.0,15165.0,40.0,211.0,0.0,1.0,14.0
150,Ezreal,Pyke,Shyvana,Garen,Kassadin,Cassiopeia,Kled,Kha'Zix,Zyra,Kalista,5.0,7.4,21.5,3.0,1.0,2.0,932.0,1.0,1468.0,1674.2,1.0,7.0,19145.0,16742.0,67.0,215.0,0.0,7.0,15.0,1.0,4514389880.0,104.0,236.0,2.0,7.2,24.7,7.0,0.0,0.0,-932.0,0.0,-1468.0,1527.4,0.0,3.0,18213.0,15274.0,60.0,247.0,0.0,1.0,85.0
151,Akali,Lee Sin,Maokai,Aphelios,Thresh,Taric,Master Yi,Yuumi,Wukong,Miss Fortune,9.0,6.8,22.4,2.0,1.0,2.0,528.0,0.0,1481.0,1626.0,1.0,6.0,17559.0,16260.0,49.0,224.0,0.0,2.0,15.0,0.0,4466130719.0,137.0,59.0,5.0,6.6,19.5,6.0,0.0,0.0,-528.0,1.0,-1481.0,1477.9,0.0,2.0,17031.0,14779.0,64.0,195.0,0.0,3.0,15.0
152,Lee Sin,Twisted Fate,Kai'Sa,Lulu,Renekton,Syndra,Vladimir,Lucian,Thresh,Jarvan IV,7.0,7.2,22.0,8.0,0.0,0.0,1013.0,1.0,1938.0,1838.0,0.0,10.0,18318.0,18380.0,42.0,220.0,0.0,1.0,18.0,1.0,4472795984.0,226.0,98.0,9.0,6.8,18.9,10.0,0.0,0.0,-1013.0,0.0,-1938.0,1644.2,0.0,8.0,17305.0,16442.0,48.0,189.0,0.0,2.0,12.0
153,Xerath,Kled,Pyke,Lee Sin,Ziggs,Miss Fortune,Senna,Xin Zhao,Quinn,LeBlanc,12.0,6.8,21.5,13.0,0.0,0.0,-674.0,0.0,-1097.0,1808.2,0.0,9.0,17805.0,18082.0,37.0,215.0,0.0,2.0,18.0,0.0,4502140813.0,154.0,65.0,18.0,7.0,20.4,9.0,1.0,1.0,674.0,1.0,1097.0,1917.9,0.0,13.0,18479.0,19179.0,54.0,204.0,0.0,5.0,12.0
154,Ashe,Shen,Twisted Fate,Nami,Shyvana,Vladimir,Jhin,Amumu,Azir,Taric,0.0,7.0,23.0,1.0,1.0,1.0,541.0,0.0,-832.0,1445.7,0.0,0.0,18824.0,14457.0,72.0,230.0,0.0,1.0,59.0,0.0,4525831226.0,138.0,55.0,1.0,7.0,26.7,0.0,0.0,0.0,-541.0,1.0,832.0,1528.9,0.0,1.0,18283.0,15289.0,63.0,267.0,0.0,0.0,20.0
155,Gangplank,Taric,Vladimir,Graves,Ezreal,Jax,Lulu,Lee Sin,Vayne,Ziggs,5.0,6.8,21.4,5.0,1.0,2.0,343.0,0.0,-727.0,1513.1,1.0,4.0,18216.0,15131.0,61.0,214.0,0.0,2.0,12.0,0.0,4527715781.0,143.0,64.0,2.0,6.8,24.8,4.0,0.0,0.0,-343.0,1.0,727.0,1585.8,0.0,5.0,17873.0,15858.0,48.0,248.0,0.0,4.0,17.0
156,Heimerdinger,Azir,Lucian,Nami,Kha'Zix,Blitzcrank,Riven,Miss Fortune,Nidalee,Rumble,3.0,7.2,23.5,2.0,1.0,2.0,144.0,1.0,1236.0,1612.5,1.0,4.0,19055.0,16125.0,56.0,235.0,0.0,4.0,16.0,0.0,4522652739.0,68.0,66.0,2.0,7.4,24.9,4.0,0.0,0.0,-144.0,0.0,-1236.0,1488.9,0.0,2.0,18911.0,14889.0,60.0,249.0,0.0,4.0,28.0
157,Jax,Olaf,Twisted Fate,Nautilus,Senna,Irelia,Lulu,Zoe,Kindred,Varus,1.0,7.0,21.0,5.0,1.0,2.0,-756.0,0.0,-1215.0,1494.2,1.0,1.0,17727.0,14942.0,83.0,210.0,0.0,4.0,16.0,1.0,4446243794.0,138.0,111.0,7.0,7.0,23.3,1.0,0.0,0.0,756.0,1.0,1215.0,1615.7,0.0,5.0,18483.0,16157.0,52.0,233.0,0.0,3.0,21.0
158,Sett,Ezreal,Kha'Zix,LeBlanc,Aatrox,Varus,Zilean,Shen,Syndra,Gragas,2.0,6.8,22.4,7.0,0.0,0.0,-2542.0,1.0,-1518.0,1464.5,0.0,2.0,16717.0,14645.0,44.0,224.0,0.0,3.0,14.0,1.0,4521545433.0,46.0,123.0,4.0,7.2,20.7,2.0,0.0,0.0,2542.0,0.0,1518.0,1616.3,0.0,7.0,19259.0,16163.0,60.0,207.0,0.0,2.0,58.0
159,Garen,Aphelios,Nautilus,Rengar,Lissandra,Syndra,Graves,Lucian,Jax,Bard,15.0,7.0,18.6,5.0,1.0,1.0,350.0,0.0,1790.0,1820.4,0.0,11.0,18154.0,18204.0,60.0,186.0,0.0,3.0,17.0,1.0,4492300291.0,44.0,70.0,4.0,7.0,22.9,11.0,0.0,0.0,-350.0,1.0,-1790.0,1641.4,0.0,5.0,17804.0,16414.0,57.0,229.0,0.0,5.0,38.0
160,Graves,Syndra,Thresh,Neeko,Lucian,Fiora,Ezreal,Diana,Yuumi,Taliyah,10.0,7.0,22.0,5.0,1.0,1.0,-736.0,1.0,1068.0,1646.0,0.0,7.0,17623.0,16460.0,52.0,220.0,0.0,5.0,19.0,1.0,4523556963.0,98.0,322.0,5.0,6.8,20.9,7.0,0.0,0.0,736.0,0.0,-1068.0,1539.2,0.0,5.0,18359.0,15392.0,57.0,209.0,0.0,3.0,15.0
161,Aphelios,Graves,Kayle,Braum,Sylas,Irelia,Riven,Orianna,Gragas,Thresh,6.0,7.2,23.7,3.0,1.0,2.0,1371.0,1.0,2053.0,1722.4,1.0,7.0,18597.0,17224.0,56.0,237.0,0.0,3.0,18.0,1.0,4498185770.0,79.0,134.0,4.0,6.6,23.7,7.0,0.0,0.0,-1371.0,0.0,-2053.0,1517.1,0.0,3.0,17226.0,15171.0,43.0,237.0,0.0,4.0,16.0
162,Pyke,Shen,Syndra,Master Yi,Taric,Malphite,Olaf,Varus,Morgana,Sett,3.0,6.8,19.8,4.0,0.0,0.0,-2502.0,1.0,-3335.0,1448.2,0.0,3.0,17114.0,14482.0,34.0,198.0,0.0,7.0,48.0,1.0,4507582515.0,129.0,70.0,4.0,7.2,24.8,3.0,1.0,2.0,2502.0,0.0,3335.0,1781.7,1.0,4.0,19616.0,17817.0,52.0,248.0,1.0,6.0,18.0
163,Wukong,Xerath,Pantheon,Elise,Thresh,Jarvan IV,Rumble,Renekton,Kog'Maw,Lulu,11.0,7.2,23.9,4.0,1.0,1.0,2461.0,1.0,3160.0,1826.6,0.0,10.0,19333.0,18266.0,40.0,239.0,0.0,5.0,18.0,1.0,4526450175.0,207.0,201.0,6.0,6.8,20.6,10.0,0.0,0.0,-2461.0,0.0,-3160.0,1510.6,0.0,4.0,16872.0,15106.0,47.0,206.0,0.0,4.0,17.0
164,Rengar,Lucian,Caitlyn,Akali,Sona,Janna,Kai'Sa,Yasuo,Gragas,Fiora,5.0,7.0,22.1,3.0,0.0,0.0,1388.0,0.0,752.0,1607.9,0.0,4.0,18772.0,16079.0,54.0,221.0,0.0,4.0,13.0,1.0,4487077116.0,46.0,90.0,5.0,6.6,22.3,4.0,1.0,1.0,-1388.0,1.0,-752.0,1532.7,0.0,3.0,17384.0,15327.0,52.0,223.0,0.0,2.0,23.0
165,Gnar,Miss Fortune,LeBlanc,Nautilus,Lee Sin,Gangplank,Ornn,Lucian,Karthus,Thresh,2.0,7.2,24.9,3.0,1.0,2.0,-1075.0,1.0,-424.0,1555.0,1.0,3.0,18425.0,15550.0,56.0,249.0,0.0,2.0,12.0,1.0,4457541720.0,94.0,39.0,5.0,7.2,24.5,3.0,0.0,0.0,1075.0,0.0,424.0,1597.4,0.0,3.0,19500.0,15974.0,68.0,245.0,0.0,4.0,15.0
166,Gangplank,Akali,Xin Zhao,Sett,Kalista,Vladimir,LeBlanc,Lucian,Nami,Lee Sin,3.0,6.6,19.3,7.0,0.0,0.0,-1542.0,0.0,-2129.0,1405.6,0.0,3.0,16342.0,14056.0,50.0,193.0,0.0,3.0,15.0,0.0,4525536243.0,74.0,96.0,12.0,7.0,21.7,3.0,1.0,1.0,1542.0,1.0,2129.0,1618.5,0.0,7.0,17884.0,16185.0,34.0,217.0,0.0,2.0,18.0
167,Zed,Nautilus,Ekko,Kayle,Ziggs,Shen,Yuumi,Kai'Sa,Rek'Sai,Ahri,3.0,7.0,22.3,9.0,0.0,0.0,-655.0,0.0,-1579.0,1547.7,0.0,3.0,17532.0,15477.0,56.0,223.0,0.0,3.0,15.0,1.0,4509591728.0,97.0,68.0,12.0,7.0,19.2,3.0,0.0,1.0,655.0,1.0,1579.0,1705.6,1.0,9.0,18187.0,17056.0,52.0,192.0,0.0,1.0,61.0
168,Camille,Rek'Sai,Vayne,Ekko,Yuumi,Zac,Kai'Sa,Renekton,Yasuo,Lee Sin,9.0,7.2,20.6,6.0,0.0,0.0,1809.0,0.0,1703.0,1763.3,0.0,9.0,18808.0,17633.0,54.0,206.0,0.0,1.0,14.0,1.0,4512245409.0,96.0,90.0,7.0,6.8,21.0,9.0,0.0,0.0,-1809.0,1.0,-1703.0,1593.0,0.0,6.0,16999.0,15930.0,40.0,210.0,0.0,1.0,16.0
